login_id,customer_id,login_ts,device,success_flag,app_version
1099,157,2025-03-01 21:51:09,Android,True,2.8.0
1100,291,2024-10-05 18:55:44,Web,True,1.1.8
1101,498,2023-02-04 09:59:51,iOS,True,1.4.8
1102,3,2023-03-15 12:08:51,Android,True,1.5.8
1103,205,2024-02-14 17:41:37,iOS,True,2.4.4
1104,214,2025-06-20 00:34:27,Web,True,1.6.0
1105,315,2025-06-30 15:55:33,Mobile Web,True,2.2.7
1106,70,2023-02-19 22:54:20,Web,True,2.4.9
1107,294,2023-03-06 03:53:55,Android,True,2.6.7
1108,379,2024-10-03 05:35:27,Web,True,1.1.5
1109,497,2023-11-25 23:37:46,Android,True,1.7.7
1110,175,2025-06-14 11:39:06,Android,True,1.6.2
1111,214,2023-09-24 07:55:13,Web,True,2.4.6
1112,2,2024-04-01 20:25:54,iOS,True,2.1.9
1113,357,2024-08-06 03:38:34,iOS,True,2.5.1
1114,79,2024-08-09 10:05:51,Web,True,2.2.5
1115,106,2024-11-19 03:39:07,Mobile Web,True,1.8.3
1116,265,2025-03-10 23:27:02,Web,True,2.4.7
1117,228,2024-03-20 12:45:41,Mobile Web,True,1.7.0
1118,186,2023-11-30 11:01:53,Web,True,1.4.3
1119,393,2024-03-18 19:33:11,Mobile Web,True,1.5.6
1120,410,2024-07-31 06:21:41,Android,True,2.0.7
1121,208,2025-08-27 08:46:27,Web,True,2.3.5
1122,304,2024-04-19 16:59:20,iOS,False,1.1.1
1123,487,2023-12-08 23:25:38,Web,True,1.4.9
1124,493,2023-09-27 08:45:08,iOS,True,2.8.7
1125,69,2023-06-27 12:49:49,Web,True,2.6.4
1126,54,2023-08-17 12:28:26,Web,True,2.4.1
1127,202,2024-06-30 11:58:16,Web,True,2.2.3
1128,441,2023-05-29 19:31:47,Web,True,2.8.0
1129,428,2025-03-04 21:11:33,Web,True,2.7.5
1130,476,2024-05-28 03:33:28,Mobile Web,True,1.8.4
1131,322,2024-10-17 04:16:48,Android,True,1.3.4
1132,228,2023-01-02 10:56:38,iOS,True,2.6.9
1133,500,2024-03-31 23:04:07,iOS,True,2.7.3
1134,499,2023-10-25 04:31:56,Web,True,2.0.8
1135,365,2023-08-10 18:10:46,Web,True,2.0.1
1136,237,2023-01-27 06:57:09,Mobile Web,True,1.7.5
1137,316,2024-11-25 01:08:14,iOS,True,2.0.6
1138,236,2024-08-09 23:31:39,Web,True,2.8.6
1139,359,2024-09-03 06:29:03,Web,True,1.6.2
1140,57,2025-02-06 13:17:42,Android,True,2.7.6
1141,347,2023-09-13 12:51:00,Android,True,2.3.5
1142,451,2024-11-20 12:57:47,Mobile Web,True,1.7.2
1143,69,2024-06-30 19:36:00,Android,True,1.3.3
1144,411,2023-12-20 03:52:35,Android,True,1.4.3
1145,25,2024-09-10 17:02:34,Web,True,2.3.6
1146,208,2025-05-21 08:11:33,Web,True,2.7.1
1147,487,2024-12-12 09:45:31,iOS,True,1.0.7
1148,345,2025-01-08 08:18:47,Web,True,2.5.8
1149,417,2023-06-07 14:11:36,iOS,True,2.2.6
1150,122,2025-07-07 17:08:38,Web,True,1.2.8
1151,443,2025-02-20 19:02:42,Mobile Web,True,1.1.2
1152,345,2023-05-12 07:08:26,Android,True,1.5.2
1153,413,2024-01-22 03:00:27,iOS,True,1.5.9
1154,443,2023-11-10 14:21:23,Web,True,2.4.6
1155,469,2024-01-17 07:49:10,Android,True,2.4.4
1156,474,2023-03-20 03:58:56,iOS,True,2.1.3
1157,196,2025-08-01 16:23:21,Android,True,1.5.2
1158,30,2023-07-31 20:07:12,iOS,True,1.7.6
1159,263,2023-11-05 03:37:50,Web,True,1.4.6
1160,344,2023-05-18 06:02:13,iOS,True,2.8.3
1161,102,2023-09-06 11:47:00,Web,True,1.1.2
1162,227,2023-06-23 19:43:22,Android,True,1.3.0
1163,261,2024-05-08 14:22:39,Web,True,2.0.9
1164,6,2024-03-07 17:35:29,Mobile Web,True,1.7.6
1165,74,2025-01-28 21:58:48,Web,True,2.7.1
1166,326,2024-03-02 06:45:19,iOS,True,1.4.8
1167,269,2025-05-15 18:47:32,Mobile Web,True,2.1.8
1168,200,2025-04-13 20:54:35,Android,True,1.6.4
1169,336,2023-12-03 14:35:08,Web,True,2.4.1
1170,302,2024-09-19 03:02:00,Mobile Web,True,1.0.6
1171,402,2025-07-22 09:06:30,iOS,True,2.0.3
1172,153,2023-05-14 12:14:38,iOS,True,2.0.1
1173,283,2023-03-12 13:36:29,iOS,True,1.6.7
1174,489,2023-01-12 16:50:03,Web,True,2.3.1
1175,307,2023-09-12 23:12:53,Mobile Web,True,2.2.6
1176,408,2023-01-04 05:07:08,Android,True,1.8.8
1177,234,2024-01-11 10:03:41,iOS,True,1.3.5
1178,280,2023-08-25 18:19:52,Web,True,1.0.6
1179,186,2024-04-04 08:42:47,Web,True,2.4.5
1180,471,2023-09-17 13:44:24,Android,True,2.1.0
1181,449,2023-06-16 02:58:00,Web,True,1.2.8
1182,126,2023-07-13 03:09:34,Web,True,2.0.3
1183,174,2025-04-07 21:57:03,Mobile Web,True,2.1.7
1184,359,2023-01-28 06:59:58,iOS,True,2.0.9
1185,156,2023-03-17 04:43:02,Web,True,2.0.5
1186,48,2025-09-13 14:16:41,Web,True,1.8.9
1187,165,2023-08-02 08:42:15,Mobile Web,True,2.1.8
1188,233,2025-02-21 14:41:55,Mobile Web,True,2.0.0
1189,199,2023-10-14 08:10:17,Web,True,2.3.1
1190,328,2025-02-19 17:12:00,Android,True,1.2.4
1191,298,2025-03-21 15:17:56,Mobile Web,True,2.4.5
1192,60,2025-03-09 00:00:42,Web,True,1.4.7
1193,372,2025-04-01 07:54:31,iOS,True,2.6.0
1194,439,2023-12-16 10:32:26,Android,True,2.5.9
1195,368,2025-06-30 10:52:56,Mobile Web,True,1.1.1
1196,27,2024-05-10 20:58:34,Mobile Web,True,2.5.4
1197,345,2025-01-31 12:46:58,Mobile Web,True,1.8.9
1198,405,2024-04-11 05:31:23,Android,True,1.4.8
1199,173,2023-10-02 00:54:01,Android,True,2.6.8
1200,440,2023-12-24 15:10:38,iOS,True,2.2.6
1201,35,2023-08-12 18:54:39,Android,True,2.0.9
1202,393,2025-06-01 16:07:26,Mobile Web,True,2.5.7
1203,21,2025-02-14 23:49:14,Android,True,2.2.6
1204,115,2024-05-23 17:03:18,Android,True,2.1.1
1205,29,2025-08-27 15:56:23,Android,False,1.2.8
1206,306,2024-03-05 06:16:35,Android,True,1.6.8
1207,496,2025-07-11 23:46:50,Android,True,1.3.3
1208,351,2025-08-22 08:48:20,iOS,True,1.3.4
1209,144,2024-01-24 00:49:16,Mobile Web,True,1.6.9
1210,499,2023-09-22 08:14:56,iOS,True,2.2.3
1211,175,2024-03-24 19:34:35,Mobile Web,True,1.4.1
1212,70,2024-06-01 12:30:40,Android,True,1.0.6
1213,442,2025-08-20 09:38:41,Web,True,2.4.8
1214,246,2025-03-09 12:24:08,Android,True,1.4.2
1215,186,2023-12-25 11:19:25,Android,True,1.5.3
1216,499,2024-03-30 14:56:05,Web,True,2.5.0
1217,246,2024-07-24 15:26:50,Mobile Web,True,1.2.0
1218,118,2025-01-09 21:29:04,Android,True,1.1.7
1219,18,2025-07-12 03:23:13,Web,True,2.3.9
1220,398,2024-08-13 04:47:44,Mobile Web,True,2.2.8
1221,255,2023-07-27 02:46:39,Web,True,2.5.6
1222,89,2024-08-13 04:07:04,Mobile Web,True,2.4.4
1223,59,2024-03-13 00:18:13,Android,True,1.8.8
1224,260,2023-01-07 17:08:55,iOS,True,1.0.2
1225,270,2024-05-14 11:22:03,Web,True,1.0.2
1226,349,2023-06-13 23:53:14,iOS,True,2.5.4
1227,188,2025-08-27 09:53:17,iOS,True,2.2.1
1228,29,2025-06-08 09:47:46,Mobile Web,True,2.5.0
1229,400,2023-04-11 12:56:37,Android,True,2.4.4
1230,88,2025-04-25 01:50:58,Android,True,2.0.7
1231,274,2025-07-19 12:26:21,Web,True,1.3.0
1232,294,2025-09-17 13:33:39,Mobile Web,True,1.8.3
1233,204,2024-07-01 23:27:24,iOS,True,1.4.5
1234,229,2025-09-28 21:38:31,Android,True,2.7.1
1235,138,2025-01-29 19:21:08,Web,True,1.7.0
1236,49,2024-01-09 01:36:44,iOS,True,2.7.2
1237,15,2024-09-24 04:42:04,Web,True,1.0.1
1238,435,2024-07-29 05:38:01,Web,True,1.2.9
1239,231,2025-05-11 00:08:11,Web,True,1.7.9
1240,175,2024-06-01 05:52:51,iOS,True,2.5.1
1241,40,2024-03-15 07:40:57,Mobile Web,True,1.0.7
1242,172,2025-04-30 16:43:46,Web,True,1.4.2
1243,154,2024-07-28 17:01:48,Android,True,1.6.2
1244,178,2024-09-07 02:54:10,Android,True,1.4.9
1245,488,2025-09-27 17:06:21,Mobile Web,True,2.7.7
1246,88,2025-06-22 09:23:21,Web,True,2.3.5
1247,441,2023-11-08 22:40:10,Mobile Web,True,1.6.5
1248,244,2023-04-23 12:17:24,Mobile Web,True,2.3.8
1249,444,2024-11-23 23:34:40,iOS,True,1.3.4
1250,476,2024-06-30 23:33:59,iOS,True,1.4.7
1251,298,2025-06-03 15:14:47,iOS,True,1.4.0
1252,308,2023-03-09 15:15:12,Web,True,2.6.2
1253,148,2025-06-19 06:06:32,Mobile Web,True,1.2.5
1254,134,2024-08-31 05:35:57,iOS,True,1.0.9
1255,390,2023-03-28 09:46:23,iOS,True,2.2.7
1256,124,2023-04-22 04:08:16,Mobile Web,True,1.6.4
1257,467,2023-03-09 09:24:58,Mobile Web,True,2.6.9
1258,497,2025-03-17 00:27:50,iOS,True,2.2.9
1259,409,2023-08-17 07:54:58,Web,True,2.7.4
1260,84,2023-06-11 20:56:33,Android,True,2.6.6
1261,467,2024-12-11 17:31:24,Mobile Web,True,1.5.3
1262,442,2024-09-01 00:43:25,Android,True,1.4.7
1263,374,2025-03-09 08:36:09,Mobile Web,True,1.3.2
1264,310,2024-07-30 00:34:43,iOS,True,1.6.4
1265,432,2024-04-09 14:48:11,iOS,True,2.4.2
1266,232,2024-05-30 17:47:59,Android,True,2.5.4
1267,338,2025-08-18 01:54:40,Web,True,1.1.6
1268,318,2024-05-19 21:47:51,Android,True,1.6.7
1269,487,2024-01-08 09:44:40,Android,True,2.3.9
1270,205,2024-08-24 00:41:59,Web,True,1.2.5
1271,90,2024-06-09 17:04:07,Android,True,1.3.8
1272,51,2025-07-02 08:03:28,Android,True,2.3.4
1273,175,2023-09-12 22:54:13,Android,True,1.6.4
1274,52,2025-05-15 06:30:24,Android,True,2.4.0
1275,325,2024-08-06 19:36:52,Web,True,2.2.0
1276,124,2023-08-24 12:37:41,iOS,True,1.6.0
1277,65,2023-09-12 04:48:30,Web,True,1.7.1
1278,188,2025-08-27 12:58:46,Web,True,2.0.9
1279,490,2025-09-16 09:42:46,iOS,True,1.4.5
1280,202,2023-11-09 02:35:33,iOS,True,1.5.5
1281,439,2023-03-31 04:47:28,Web,True,1.7.8
1282,39,2024-08-23 03:19:04,Android,True,2.0.5
1283,367,2025-01-30 08:07:37,Web,True,2.1.9
1284,366,2025-06-14 17:07:42,iOS,True,2.5.5
1285,255,2025-08-30 04:24:55,Mobile Web,True,1.2.8
1286,324,2024-10-27 04:47:10,Web,True,1.6.1
1287,382,2024-02-25 04:53:00,iOS,True,2.6.3
1288,162,2023-05-15 00:20:13,iOS,True,1.5.0
1289,149,2023-06-07 01:59:34,Web,True,2.8.5
1290,342,2024-10-29 15:17:33,Mobile Web,True,1.4.3
1291,352,2023-08-09 15:22:52,iOS,True,1.0.1
1292,23,2023-03-22 10:21:33,Mobile Web,True,1.3.9
1293,77,2024-05-12 18:41:38,iOS,True,1.0.4
1294,410,2025-09-24 14:13:34,iOS,True,1.8.8
1295,59,2024-02-22 18:30:18,Mobile Web,True,2.1.8
1296,419,2024-12-02 12:51:37,Mobile Web,True,1.5.0
1297,339,2024-08-28 13:54:04,Web,False,1.6.7
1298,91,2024-06-20 01:14:52,iOS,True,1.7.2
1299,422,2023-01-02 23:14:25,iOS,True,2.7.2
1300,324,2023-07-17 16:40:44,Android,True,2.0.7
1301,265,2023-08-17 01:02:52,Android,True,2.7.8
1302,390,2024-09-04 21:15:44,Web,True,2.5.4
1303,312,2024-07-15 07:26:33,Mobile Web,True,1.4.6
1304,247,2023-09-27 20:32:43,iOS,True,2.8.8
1305,371,2024-03-03 16:21:49,Web,True,2.7.1
1306,44,2024-03-11 11:04:48,Web,True,2.5.6
1307,107,2023-11-07 09:03:49,iOS,True,2.3.9
1308,478,2023-05-31 00:35:30,iOS,True,2.6.5
1309,389,2025-03-20 07:47:19,Android,True,2.7.3
1310,10,2024-11-24 07:17:02,iOS,True,2.1.9
1311,401,2023-06-14 15:08:04,iOS,True,2.2.0
1312,437,2023-04-16 05:13:38,Web,True,1.5.4
1313,173,2023-11-25 00:51:56,iOS,False,2.0.8
1314,382,2025-01-07 01:19:41,Android,True,2.6.7
1315,122,2024-06-16 18:34:06,Mobile Web,True,2.1.6
1316,110,2023-01-14 07:21:42,Web,True,1.0.0
1317,16,2024-08-17 02:53:36,Web,True,1.4.9
1318,480,2023-08-20 00:38:47,Mobile Web,True,2.1.7
1319,291,2024-08-02 23:26:26,Mobile Web,True,2.6.6
1320,79,2024-06-08 22:32:39,Mobile Web,True,2.1.8
1321,311,2025-03-28 13:44:51,Android,True,1.7.5
1322,324,2024-02-18 02:01:38,iOS,True,1.0.2
1323,115,2025-07-07 10:26:53,iOS,True,2.7.1
1324,95,2024-01-04 02:52:10,Web,True,1.4.1
1325,473,2024-06-12 22:54:08,Android,True,1.5.1
1326,212,2024-02-17 15:42:18,iOS,True,1.2.3
1327,297,2023-05-11 17:45:36,Web,True,2.0.9
1328,286,2024-01-26 07:03:08,Mobile Web,True,1.7.6
1329,314,2023-11-27 20:05:06,Web,True,1.0.2
1330,82,2025-03-29 09:26:56,Android,True,2.3.1
1331,126,2025-06-08 16:48:08,Android,True,2.5.0
1332,116,2025-08-23 02:40:56,iOS,True,1.2.6
1333,348,2024-01-25 22:59:05,iOS,True,1.3.9
1334,210,2023-01-07 13:57:11,iOS,True,2.1.8
1335,291,2025-05-03 04:31:11,iOS,True,1.5.6
1336,490,2024-11-04 21:49:04,Android,True,2.6.8
1337,283,2024-11-16 07:41:51,Web,True,1.3.4
1338,41,2023-10-15 03:23:40,Android,True,1.1.8
1339,325,2023-04-17 11:21:41,iOS,True,2.1.3
1340,81,2023-11-19 23:09:45,iOS,True,1.4.4
1341,231,2023-02-09 18:17:21,Web,True,2.0.6
1342,233,2023-04-13 10:46:25,Mobile Web,True,1.0.3
1343,54,2023-09-26 12:52:38,Mobile Web,True,2.2.2
1344,235,2023-12-02 17:11:57,Web,True,2.4.0
1345,114,2023-08-08 16:22:27,Web,True,2.0.9
1346,483,2023-08-24 08:59:25,iOS,True,2.4.1
1347,96,2025-04-15 22:56:25,Mobile Web,True,1.0.6
1348,9,2023-08-18 06:06:37,Mobile Web,True,2.5.3
1349,482,2023-03-08 23:30:59,iOS,True,2.3.1
1350,351,2025-05-06 01:19:05,iOS,True,2.5.4
1351,209,2025-03-16 03:26:42,Android,True,2.0.6
1352,477,2023-10-23 00:46:34,iOS,True,2.8.6
1353,238,2024-09-05 10:56:02,Mobile Web,True,2.8.4
1354,265,2023-03-13 17:00:49,iOS,True,1.6.1
1355,13,2023-02-24 16:36:08,Mobile Web,True,1.7.7
1356,487,2025-09-05 08:04:47,Mobile Web,True,2.3.3
1357,418,2025-08-14 01:20:46,Mobile Web,True,1.1.7
1358,55,2024-08-10 15:24:19,iOS,False,2.0.2
1359,473,2023-04-06 09:45:33,Web,True,2.5.9
1360,217,2024-04-03 10:10:10,Android,True,2.6.5
1361,192,2025-08-20 05:53:22,Android,True,1.7.0
1362,420,2023-08-05 08:31:28,Web,True,1.0.4
1363,317,2024-12-12 21:19:24,Android,True,2.5.3
1364,369,2024-01-31 04:03:56,Mobile Web,True,2.3.1
1365,233,2023-08-10 20:40:39,Web,True,1.4.8
1366,254,2025-01-04 05:32:33,Android,True,2.8.6
1367,440,2023-12-04 08:52:09,Android,True,2.8.7
1368,340,2023-04-05 09:29:40,iOS,False,1.4.9
1369,103,2025-03-21 04:31:41,Mobile Web,True,2.7.0
1370,221,2023-01-07 13:17:59,Web,True,1.7.3
1371,423,2023-11-24 16:50:21,Android,True,1.6.2
1372,174,2023-01-26 14:18:57,Android,True,2.4.6
1373,155,2024-02-15 07:35:45,Mobile Web,True,2.5.5
1374,249,2023-01-06 08:24:08,Android,True,1.7.1
1375,371,2024-07-07 14:23:09,Mobile Web,True,1.5.5
1376,65,2024-09-10 23:36:33,iOS,True,1.6.0
1377,4,2023-02-19 02:55:12,iOS,True,1.1.5
1378,218,2023-03-17 15:07:11,iOS,True,2.3.8
1379,133,2025-03-17 09:11:19,iOS,True,1.3.0
1380,25,2024-11-19 20:14:41,Android,True,1.8.4
1381,341,2025-09-21 13:40:13,iOS,True,2.7.2
1382,101,2024-11-21 07:56:20,iOS,True,2.8.1
1383,253,2024-11-23 16:58:26,Android,True,2.5.5
1384,372,2024-03-05 02:33:22,Android,True,1.8.8
1385,70,2025-06-18 05:05:11,iOS,True,1.8.6
1386,421,2023-10-22 04:25:33,Mobile Web,True,1.0.2
1387,98,2024-02-28 09:31:54,iOS,True,2.3.6
1388,260,2023-07-13 11:32:12,iOS,True,2.6.4
1389,8,2025-05-06 08:52:37,Android,True,1.3.2
1390,176,2023-05-24 19:25:47,Android,True,2.7.1
1391,90,2024-01-25 21:56:11,Android,True,2.5.2
1392,480,2023-07-10 11:23:48,Android,True,2.4.4
1393,155,2024-12-01 18:56:28,Web,True,1.6.8
1394,223,2024-06-03 04:06:46,iOS,True,1.3.0
1395,219,2023-09-21 00:53:06,iOS,True,2.7.1
1396,431,2023-12-08 11:33:04,Web,True,1.6.2
1397,400,2024-05-08 19:19:12,Mobile Web,True,1.2.5
1398,296,2023-04-11 05:31:55,iOS,True,2.6.3
1399,240,2023-06-22 04:13:54,Mobile Web,True,2.6.0
1400,111,2023-05-30 06:55:37,Web,True,1.8.0
1401,90,2024-09-29 11:37:54,Web,True,2.7.3
1402,370,2024-04-11 20:47:54,Android,True,2.7.9
1403,162,2025-02-20 12:36:24,iOS,True,1.4.7
1404,138,2024-11-29 03:06:25,iOS,True,1.6.7
1405,7,2023-08-12 19:12:47,Mobile Web,True,2.6.7
1406,442,2024-03-17 03:47:21,iOS,True,2.2.3
1407,107,2023-02-01 00:31:29,iOS,True,1.0.8
1408,359,2023-05-30 21:02:44,Android,True,1.8.7
1409,115,2025-09-11 06:14:10,iOS,True,2.8.8
1410,104,2023-03-27 06:15:13,Mobile Web,True,2.5.4
1411,279,2023-12-24 05:26:15,Android,True,1.0.1
1412,316,2024-04-04 00:49:09,Web,True,2.4.1
1413,224,2024-11-29 05:49:53,Mobile Web,True,2.3.6
1414,168,2023-03-09 05:42:59,Web,True,1.0.0
1415,490,2024-01-08 02:56:25,iOS,True,2.8.4
1416,364,2023-05-12 04:41:24,Mobile Web,True,1.0.0
1417,108,2024-03-04 00:23:27,Mobile Web,True,1.5.0
1418,79,2025-02-02 23:49:06,Android,True,1.4.2
1419,450,2025-04-18 23:17:32,Web,True,2.5.3
1420,295,2023-04-28 15:49:42,Android,True,1.1.6
1421,364,2024-02-10 08:03:01,iOS,True,2.6.8
1422,242,2025-01-14 11:07:28,iOS,True,1.4.5
1423,143,2025-07-20 09:12:04,iOS,True,2.1.6
1424,201,2023-09-28 21:07:39,Mobile Web,True,2.4.5
1425,283,2023-01-29 03:38:07,Web,True,1.7.6
1426,154,2023-05-27 21:07:15,Mobile Web,True,1.8.0
1427,301,2023-05-13 10:46:00,iOS,True,1.5.0
1428,335,2024-09-16 14:51:10,Mobile Web,True,1.1.5
1429,429,2023-06-16 12:03:59,Web,True,1.2.2
1430,339,2025-03-23 20:07:20,iOS,True,1.7.7
1431,326,2023-11-08 08:33:23,Web,True,1.4.7
1432,208,2023-06-28 12:22:26,Android,True,1.1.1
1433,60,2025-07-25 12:00:02,Android,True,2.8.6
1434,428,2023-07-05 16:51:27,Mobile Web,True,1.6.0
1435,114,2023-03-26 16:12:25,Web,True,1.3.0
1436,131,2025-07-19 13:03:41,iOS,True,2.1.8
1437,222,2023-03-11 11:16:06,Android,True,1.5.5
1438,492,2024-12-09 10:44:28,Web,True,1.0.5
1439,378,2025-03-23 12:50:19,Mobile Web,True,2.7.9
1440,311,2025-05-23 03:12:48,iOS,True,2.8.3
1441,10,2024-12-26 11:07:15,Web,True,1.7.4
1442,167,2025-02-24 03:47:21,iOS,False,1.8.9
1443,457,2025-05-19 12:59:06,Mobile Web,True,1.1.5
1444,338,2025-08-08 06:06:45,Android,True,1.3.6
1445,364,2024-06-18 21:40:02,Mobile Web,True,1.4.7
1446,222,2024-11-28 02:33:40,Android,True,1.0.7
1447,144,2024-02-04 03:51:11,iOS,True,2.2.7
1448,54,2024-10-10 11:57:18,Mobile Web,True,1.3.8
1449,347,2024-05-12 19:41:50,Web,True,1.8.5
1450,376,2024-10-20 20:25:07,Mobile Web,True,1.8.4
1451,398,2023-08-29 20:56:56,Mobile Web,True,1.0.9
1452,5,2024-10-22 00:08:53,Mobile Web,True,2.4.4
1453,161,2024-04-18 23:23:42,Web,True,2.4.1
1454,436,2025-09-13 01:34:24,Mobile Web,True,1.6.2
1455,198,2024-10-17 12:30:04,Web,True,2.7.5
1456,291,2023-04-22 14:14:09,iOS,True,2.3.5
1457,297,2024-10-29 18:45:53,Android,True,2.0.7
1458,416,2024-09-12 20:50:12,Mobile Web,True,2.7.8
1459,388,2023-08-17 18:05:26,Web,True,1.6.7
1460,270,2023-11-13 07:56:24,Web,True,2.3.0
1461,227,2024-10-29 03:33:46,Mobile Web,True,2.1.3
1462,162,2024-11-04 00:55:47,iOS,True,1.6.9
1463,81,2023-06-02 06:56:41,Android,True,2.4.0
1464,121,2025-07-14 06:53:04,Mobile Web,True,2.2.8
1465,171,2024-11-29 01:34:24,Android,True,1.6.5
1466,101,2023-06-12 16:41:49,Android,True,2.1.4
1467,320,2024-04-06 05:40:30,Web,True,1.3.2
1468,496,2023-05-12 08:56:40,Web,True,1.4.6
1469,406,2024-09-19 12:00:19,iOS,True,2.5.5
1470,177,2024-12-12 16:26:16,iOS,True,1.0.0
1471,211,2023-04-27 17:07:18,Web,True,2.4.4
1472,480,2025-08-13 13:07:25,Web,True,2.1.2
1473,56,2024-07-18 20:31:27,Android,True,1.2.7
1474,347,2025-01-19 00:31:10,Mobile Web,True,2.6.1
1475,464,2023-06-07 06:08:52,Android,True,1.0.5
1476,198,2023-10-31 10:18:50,Mobile Web,True,2.3.0
1477,480,2023-09-20 13:30:24,Web,True,2.5.0
1478,65,2025-09-19 14:51:02,Android,True,2.0.7
1479,256,2024-05-13 19:37:19,Web,True,1.3.2
1480,250,2024-02-24 06:58:44,iOS,True,2.0.0
1481,267,2023-07-02 08:53:27,Mobile Web,True,1.6.9
1482,9,2023-07-08 06:41:25,Android,True,2.5.5
1483,347,2023-01-24 14:34:42,iOS,True,1.6.7
1484,13,2025-07-28 02:26:39,Web,True,1.0.0
1485,107,2024-08-21 07:36:05,Web,True,1.7.6
1486,307,2024-05-02 05:57:22,iOS,True,1.8.3
1487,352,2023-09-01 08:25:05,iOS,True,1.6.9
1488,76,2023-04-26 00:05:20,Web,True,2.1.2
1489,89,2025-07-30 15:12:55,iOS,True,1.2.8
1490,120,2024-10-30 16:52:05,Mobile Web,True,1.7.0
1491,162,2023-10-20 22:35:22,Web,True,2.2.8
1492,478,2023-05-29 02:15:44,Mobile Web,True,1.8.0
1493,492,2023-03-23 06:05:42,Mobile Web,True,1.4.4
1494,213,2024-12-21 15:15:30,Web,True,2.2.4
1495,252,2024-02-23 00:28:42,Mobile Web,True,1.6.4
1496,226,2023-06-09 22:51:04,Web,True,2.2.5
1497,237,2023-08-11 16:29:41,Mobile Web,True,2.7.8
1498,464,2024-07-03 09:29:52,iOS,True,2.6.5
1499,246,2024-04-24 16:40:50,iOS,False,1.2.9
1500,264,2024-05-27 22:05:16,Mobile Web,True,1.8.4
1501,80,2024-02-13 19:01:18,iOS,True,1.8.2
1502,458,2024-02-15 02:35:32,Mobile Web,True,2.0.0
1503,175,2023-07-20 17:56:18,iOS,True,2.0.5
1504,199,2025-01-16 14:29:02,iOS,True,1.6.6
1505,157,2024-04-28 21:00:58,Web,True,1.7.9
1506,269,2023-07-15 04:29:09,Android,True,2.2.8
1507,351,2024-01-05 08:40:24,Web,True,2.1.6
1508,406,2023-01-19 03:05:07,iOS,True,2.8.0
1509,268,2024-03-26 00:06:02,iOS,True,2.7.1
1510,188,2023-06-24 01:26:05,Mobile Web,True,1.0.7
1511,424,2023-10-20 02:07:10,Web,True,2.8.9
1512,191,2025-01-19 16:06:56,Mobile Web,True,1.4.6
1513,43,2024-11-16 01:57:19,Web,True,1.0.9
1514,474,2023-01-01 01:51:56,Mobile Web,True,1.7.8
1515,378,2024-01-06 01:01:20,Android,True,1.2.5
1516,341,2023-10-23 20:35:01,Mobile Web,True,1.2.0
1517,42,2023-01-13 06:16:03,Mobile Web,True,2.4.7
1518,346,2024-12-10 23:48:34,Web,True,2.5.9
1519,444,2025-02-05 16:25:53,Web,True,1.5.2
1520,197,2024-11-10 22:24:38,Web,True,1.0.4
1521,43,2024-02-19 10:20:52,iOS,True,1.7.4
1522,21,2025-08-21 13:20:23,iOS,True,1.3.7
1523,480,2025-03-10 22:18:15,Android,True,2.6.9
1524,395,2025-03-13 22:08:01,Mobile Web,True,1.6.0
1525,429,2024-06-26 11:39:33,Web,True,1.7.4
1526,307,2024-11-04 01:41:25,Web,True,2.8.8
1527,41,2023-10-09 09:56:05,iOS,True,1.5.8
1528,206,2023-06-25 10:18:45,iOS,True,2.4.4
1529,170,2023-01-28 20:34:07,Mobile Web,True,2.5.3
1530,163,2023-05-29 16:04:11,iOS,True,1.1.0
1531,467,2024-12-18 18:51:45,Web,True,1.8.4
1532,211,2024-11-24 15:26:52,Web,True,1.1.3
1533,183,2025-04-26 21:00:12,Mobile Web,True,1.0.7
1534,371,2024-12-12 07:13:45,Web,True,1.0.2
1535,76,2024-11-03 15:14:25,Web,True,2.2.0
1536,172,2025-05-21 12:05:00,Web,True,1.8.7
1537,472,2025-03-21 19:57:15,iOS,True,1.1.4
1538,241,2025-09-22 09:17:53,Web,True,2.0.4
1539,90,2024-08-20 09:01:33,Mobile Web,True,2.8.4
1540,350,2024-04-30 06:33:44,iOS,True,1.7.2
1541,256,2023-12-11 19:29:27,iOS,True,2.2.9
1542,427,2025-07-07 06:35:14,Mobile Web,True,2.8.8
1543,333,2024-09-25 16:33:57,Mobile Web,True,2.4.4
1544,169,2024-06-09 09:23:34,Mobile Web,True,1.3.4
1545,3,2023-04-29 22:13:23,Android,True,1.6.0
1546,354,2023-12-03 21:55:14,Mobile Web,True,2.5.1
1547,358,2024-08-18 07:36:07,Web,True,1.8.9
1548,14,2023-04-24 05:34:39,Web,True,2.4.7
1549,310,2023-09-06 15:21:43,Web,True,1.5.6
1550,284,2025-04-02 14:38:19,Android,True,1.0.7
1551,15,2024-11-04 15:15:04,Web,True,1.5.3
1552,53,2024-01-23 01:16:43,Android,True,2.4.3
1553,128,2023-02-24 07:45:41,Mobile Web,True,1.7.1
1554,275,2024-02-28 23:08:47,Android,True,2.5.6
1555,97,2025-06-01 02:16:48,iOS,True,1.3.8
1556,358,2023-01-15 17:53:47,Android,True,2.8.0
1557,464,2024-02-09 15:09:11,iOS,True,2.5.9
1558,442,2024-06-06 12:03:47,Mobile Web,True,2.6.5
1559,363,2025-05-03 10:47:36,iOS,True,1.2.8
1560,349,2024-06-18 06:24:31,Web,True,1.8.8
